1;23244;328;400
1;38722;180;400
2;53385;338;400
2;68074;338;400
2;82731;343;400
2;97422;337;400
3;111422;471;400
2;126201;334;400
3;140107;493;400
2;154744;347;400
2;169364;349;400
3;183240;494;400
2;197926;340;400
2;212556;351;400
3;226397;499;400
2;241017;353;400
2;255696;325;400
3;269779;460;400
2;285762;307;400
3;298730;443;400
3;312819;445;400
2;327952;317;400
3;341819;458;400
2;356652;257;400
3;370736;449;400
3;384659;488;400
2;399403;307;400
3;414471;521;400
2;427903;311;400
3;441880;473;400
2;456567;331;400
3;470554;464;400
2;485388;301;400
3;499298;477;400
3;513346;464;400
2;528069;327;400
3;542009;467;400
2;556703;331;400
3;570694;461;400
2;585461;330;400
3;599273;521;400
2;613991;318;400
3;628065;466;400
2;642788;306;400
3;656719;480;400
2;671448;328;400
3;685444;454;400
2;700001;362;400
3;715907;518;400
2;719690;104;400
4;743673;392;400
3;757735;465;400
3;771752;468;400
3;786237;464;400
2;800849;216;400
4;815941;552;400
3;821491;222;400
4;821421;13;400
6;821328;18;400
7;877199;123;400
9;887116;1287;400
3;901100;471;400
4;914279;639;400
3;928791;518;400
2;942816;331;400
3;956614;493;400
2;971178;355;400
2;985810;351;400
3;999753;489;400
2;1014366;341;400
2;1029158;300;400
3;1042932;501;400
2;1057504;354;400
3;1071385;495;400
2;1086007;360;400
2;1100570;347;400
3;1114486;486;400
2;1129114;346;400
3;1143016;483;400
2;1157654;344;400
2;1172306;336;400
3;1186130;487;400
2;1200861;328;400
3;1214590;518;400
2;1229300;323;400
2;1244059;317;400
3;1257387;434;400
3;1257338;9;400
5;1257265;14;400
7;1257171;18;400
8;1318850;759;400
6;1330990;841;400
4;1344805;624;400
3;1358127;493;400
3;1372174;473;400
2;1386871;311;400
3;1400788;486;400
2;1415436;335;400
3;1429596;433;400
3;1444024;494;400
2;1458190;313;400
3;1472062;485;400
2;1486736;323;400
3;1500876;453;400
2;1515664;310;400
3;1530203;487;400
2;1532858;70;400
4;1532803;10;400
6;1575245;522;400
5;1587899;747;400
3;1602037;433;400
3;1616121;473;400
3;1630038;480;400
3;1644522;431;400
2;1659627;179;400
4;1673165;558;400
3;1687223;473;400
2;1701879;330;400
3;1715951;470;400
2;1730672;323;400
3;1744782;432;400
3;1764498;344;400